Model,AUC_ROC,PR_AUC,Accuracy,Weighted_F1,Churn_Precision,Churn_Recall,Churn_F1,TN,FP,FN,TP
Random Forest,0.8279,0.6367,0.7814,0.7546,0.6943,0.3499,0.4653,967,59,249,134
